# The Comparative Toxicogenomics Database (CTD) - http://ctdbase.org/
#   Copyright 2002-2012 MDI Biological Laboratory. All rights reserved.
#   Copyright 2012-2025 NC State University. All rights reserved.
#  
# 
# Use is subject to the terms set forth at http://ctdbase.org/about/legal.jsp
# These terms include:
# 
#   1. All forms of publication (e.g., web sites, research papers, databases,
#      software applications, etc.) that use or rely on CTD data must cite CTD.
#      Citation guidelines: http://ctdbase.org/about/publications/#citing
# 
#   2. All electronic or online applications must include hyperlinks from 
#      contexts that use CTD data to the applicable CTD data pages.
#      Linking instructions: http://ctdbase.org/help/linking.jsp
# 
#   3. You must notify CTD, and describe your use of our data:
#      http://ctdbase.org/help/contact.go
# 
#   4. For quality control purposes, you must provide CTD with periodic 
#      access to your publication of our data.
# 
# More information: http://ctdbase.org/downloads/
# 
# Report created: Thu May 29 11:28:15 EDT 2025
#
# Fields:
# ChemicalName	ChemicalID	CasRN	DiseaseName	DiseaseID	DirectEvidence	InferenceGeneSymbol	InferenceScore	OmimIDs	PubMedIDs
#
06-Paris-LA-66 protocol	C046983		Precursor Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054198	therapeutic				4519131
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Status Epilepticus	MESH:D013226		CDH2	4.15		12125071
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Stomach Neoplasms	MESH:D013274		CDH1	11.27	137215	10072428|12588804|19168852|19184424|24816253|36914835|9537325
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Stomach Neoplasms	MESH:D013274		CDH2	11.27		16367923
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Stomach Neoplasms	MESH:D013274		MUC1	11.27		26098866
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Ureteral Obstruction	MESH:D014517		CDH1	4.74		31697999
10-(6'-plastoquinonyl)decyltriphenylphosphonium	C532038		Urinary Bladder Neoplasms	MESH:D001749		CDH1	3.70		17520682|26901067
10-(alpha-diethylaminopropionyl)phenothiazine	C013759	63834-04-8	Anemia	MESH:D000740		HAMP	5.28		16434484|16627556|24086573
10-(alpha-diethylaminopropionyl)phenothiazine	C013759	63834-04-8	beta-Thalassemia	MESH:D017086		HAMP	6.72		16755567
10-(alpha-diethylaminopropionyl)phenothiazine	C013759	63834-04-8	Biliary Atresia	MESH:D001656		HAMP	8.21		16627878
10-(alpha-diethylaminopropionyl)phenothiazine	C013759	63834-04-8	Carcinoma, Hepatocellular	MESH:D006528		HAMP	4.86		28284560
10-(alpha-diethylaminopropionyl)phenothiazine	C013759	63834-04-8	Heart Failure, Diastolic	MESH:D054144		HAMP	6.40		29556499
10-(alpha-diethylaminopropionyl)phenothiazine	C013759	63834-04-8	Hemochromatosis	MESH:D006432		HAMP	6.89		16574947|16627556|17255318|19252486|21411349|22383097
10-(alpha-diethylaminopropionyl)phenothiazine	C013759	63834-04-8	Hemochromatosis, Type 2B	MESH:C566557		HAMP	8.21	613313	
10-(alpha-diethylaminopropionyl)phenothiazine	C013759	63834-04-8	Hepatolenticular Degeneration	MESH:D006527		HAMP	6.35		23519153
10-(alpha-diethylaminopropionyl)phenothiazine	C013759	63834-04-8	Iron Overload	MESH:D019190		HAMP	6.74		20801540|22659129
10-(alpha-diethylaminopropionyl)phenothiazine	C013759	63834-04-8	Kidney Failure, Chronic	MESH:D007676		HAMP	5.71		16929540
10-(alpha-diethylaminopropionyl)phenothiazine	C013759	63834-04-8	Kidney Neoplasms	MESH:D007680		HAMP	5.67		28321044
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Acquired Hyperostosis Syndrome	MESH:D020083		TP53	6.21		19779722
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Acute erythroleukemia	MESH:C535673		TP53	6.32		30926971
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Acute Kidney Injury	MESH:D058186		TP53	4.04		20603111
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Adenocarcinoma	MESH:D000230		TP53	4.47		10797276|11798837|22484628
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Adenocarcinoma, Clear Cell	MESH:D018262		TP53	6.66		9754764
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Adenocarcinoma Of Esophagus	MESH:C562730		TP53	6.00		23525077
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Adenoma	MESH:D000236		TP53	4.77		21946351
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Adrenal Gland Neoplasms	MESH:D000310		TP53	5.83		24747643
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Adrenocortical Carcinoma	MESH:D018268		TP53	5.66		23585556|24747642|9815696
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Adrenocortical Carcinoma, Hereditary	MESH:C565972		TP53	7.36	202300	
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Amyotrophic Lateral Sclerosis	MESH:D000690		TP53	4.91		17434459
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Aortic Valve, Calcification of	MESH:C562942		TP53	6.38		29358327
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Arsenic Poisoning	MESH:D020261		TP53	5.08		18621066|19203779
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Balkan Nephropathy	MESH:D001449		TP53	6.55		22071594
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Brain Ischemia	MESH:D002545		TP53	4.71		19095966
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Breast Neoplasms	MESH:D001943		TP53	3.89	114480	15802278|16968874|17388661|26192916|26229107|30381462|37580403
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Calcinosis	MESH:D002114		TP53	5.16		29358327
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Carcinoma	MESH:D002277		TP53	4.50		17450239|9626339
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Carcinoma, Adenoid Cystic	MESH:D003528		TP53	5.05		23685749
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Carcinoma, Basal Cell	MESH:D002280		TP53	4.84	614740	11511317|21946351|26950094
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Carcinoma, Ductal	MESH:D044584		TP53	6.00		29295717
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Carcinoma, Hepatocellular	MESH:D006528		TP53	4.00	114550	17191126|18477611|22675488|25822088|8033108|9029167
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Carcinoma, Non-Small-Cell Lung	MESH:D002289		TP53	4.60		17290066|23435014|24688052|30381462
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Carcinoma, Ovarian Epithelial	MESH:D000077216		TP53	5.45		25535366
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Carcinoma, Renal Cell	MESH:D002292		TP53	4.72		17275163|22138691|23797736|25401301
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Carcinoma, Small Cell	MESH:D018288		TP53	5.91		17290066
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Carcinoma, Squamous Cell	MESH:D002294		TP53	4.62		17979968|24224046
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Carcinoma, Transitional Cell	MESH:D002295		TP53	4.97		22929185
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Cardiomyopathies	MESH:D009202		TP53	4.39		31618665
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Cardiomyopathy, Hypertrophic	MESH:D002312		TP53	5.15		22000973
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Cardiotoxicity	MESH:D066126		TP53	4.70		30009776|34713381
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Carotid Artery Diseases	MESH:D002340		TP53	5.83		16973168
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Cell Transformation, Neoplastic	MESH:D002471		TP53	4.40		15550242
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Central Nervous System Neoplasms	MESH:D016543		TP53	5.94		26192916
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Cholangiocarcinoma	MESH:D018281		TP53	5.33		22561520
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Chromosome 17 deletion	MESH:C538045		TP53	6.81		14961032
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Colonic Neoplasms	MESH:D003110		TP53	4.40		17075118|17192441|26192916
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Colorectal Neoplasms	MESH:D015179		TP53	4.32	114500	12645814|15172127|15814641|16110022|16524972|17949449|18676755|21946351
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Demyelinating Diseases	MESH:D003711		TP53	5.18		18550754
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Diabetes Mellitus, Experimental	MESH:D003921		TP53	4.57		23792339
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Disease Progression	MESH:D018450		TP53	4.52		30381462
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Emphysema	MESH:D004646		TP53	5.40		22276220
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Esophageal Neoplasms	MESH:D004938		TP53	4.85		17634542|26192916
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Esophageal Squamous Cell Carcinoma	MESH:D000077277		TP53	4.99		25151357
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Gallbladder Neoplasms	MESH:D005706		TP53	5.79		24185509|24997986
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Glioma	MESH:D005910		TP53	4.81	137800	16899598|21946351|24705251
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Hemangiosarcoma	MESH:D006394		TP53	5.38		10626228
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Hypertension	MESH:D006973		TP53	3.86		22228705
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Infertility, Female	MESH:D007247		TP53	4.99		22532853
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Infertility, Male	MESH:D007248		TP53	4.76		22773013
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Ischemia	MESH:D007511		TP53	4.84		15172883
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Keratosis	MESH:D007642		TP53	5.77		16930632|28785074
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Leukemia, Lymphocytic, Chronic, B-Cell	MESH:D015451		TP53	5.21		16439677
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Leukemia, Megakaryoblastic, of Down Syndrome	MESH:C566025		TP53	6.32		24056718
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Li-Fraumeni Syndrome	MESH:D016864		TP53	7.01	151623	25860607
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Liver Diseases, Parasitic	MESH:D008109		TP53	6.11		22561520
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Liver Neoplasms	MESH:D008113		TP53	4.24		12378512|16410370
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Liver Neoplasms, Experimental	MESH:D008114		TP53	4.34		10626228
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Lung Neoplasms	MESH:D008175		TP53	4.13		11798837|16410370|17325666|20727180|26192916|8049841
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Lymphoma, T-Cell	MESH:D016399		TP53	5.47		26192917
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Lymphoma, T-Cell, Cutaneous	MESH:D016410		TP53	5.62		26192916
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Melanoma	MESH:D008545		TP53	4.38		17210701|21691232|22842228|29574239
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Mesothelioma, Malignant	MESH:D000086002		TP53	4.91		26928227
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Mitochondrial Diseases	MESH:D028361		TP53	5.20		30673822
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Mouth Neoplasms	MESH:D009062		TP53	5.05		24224046
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Myelodysplastic Syndromes	MESH:D009190		TP53	5.21		27992414
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Myeloproliferative Disorders	MESH:D009196		TP53	5.91		29370077
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Nasopharyngeal Carcinoma	MESH:D000077274		TP53	5.61	607107	24952746
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Neoplasm Metastasis	MESH:D009362		TP53	4.28		17949449
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Osteosarcoma	MESH:D012516		TP53	5.12	259500	16211088
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Ovarian Neoplasms	MESH:D010051		TP53	4.57		30258081
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Pancreatic Neoplasms	MESH:D010190		TP53	4.60	260350	
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Papilloma, Choroid Plexus	MESH:D020288		TP53	7.36	260500	
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Penile Neoplasms	MESH:D010412		TP53	6.55		9626339
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Polyploidy	MESH:D011123		TP53	5.83		25125259
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Precursor Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054198		TP53	4.85		23334668
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Prostatic Neoplasms	MESH:D011471		TP53	3.95		16434975|17202838|20875869|21946351|25735316|26005866|29295717|29610475
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Psoriasis	MESH:D011565		TP53	4.90		10384915
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Pulmonary Disease, Chronic Obstructive	MESH:D029424		TP53	4.98		17274270
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Sarcoma	MESH:D012509		TP53	5.23		20601955
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Schizophrenia	MESH:D012559		TP53	4.49		18583979
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Sezary Syndrome	MESH:D012751		TP53	5.73		26551667|26551670
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Skin Neoplasms	MESH:D012878		TP53	4.63		12635827
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Small Cell Lung Carcinoma	MESH:D055752		TP53	5.21		22941188|22941189
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Squamous Cell Carcinoma of Head and Neck	MESH:D000077195		TP53	5.19		25086664|30594912
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Stomach Neoplasms	MESH:D013274		TP53	4.27		22484628|24816253
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Thymoma	MESH:D013945		TP53	6.32		24974848
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Thyroid Neoplasms	MESH:D013964		TP53	4.89		16940797
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Urinary Bladder Neoplasms	MESH:D001749		TP53	4.40		12376482|15906354|22929185|29644616|9610789
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Urogenital Neoplasms	MESH:D014565		TP53	6.32		17300232
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Urologic Neoplasms	MESH:D014571		TP53	5.66		22071594
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Vulvar Lichen Sclerosus	MESH:D007724		TP53	7.01		17300232
10-carboxymethyl-9-acridanone	C026430	38609-97-1	Wilms Tumor	MESH:D009396		TP53	5.39		28825729
10-deacetylpaclitaxel	C095360		Adrenocortical Carcinoma	MESH:D018268		ABCB1	5.96		12015757
10-deacetylpaclitaxel	C095360		Arthritis, Experimental	MESH:D001169		ABCB1	5.16		17827786
10-deacetylpaclitaxel	C095360		Arthritis, Rheumatoid	MESH:D001172		ABCB1	4.81		20080907|22104130
10-deacetylpaclitaxel	C095360		Autism Spectrum Disorder	MESH:D000067877		ABCB1	4.65		35663546
10-deacetylpaclitaxel	C095360		Breast Neoplasms	MESH:D001943		ABCB1	4.19		22311042
10-deacetylpaclitaxel	C095360		Carcinoma	MESH:D002277		ABCB1	4.80		21332314
10-deacetylpaclitaxel	C095360		Carcinoma, Hepatocellular	MESH:D006528		ABCB1	4.31		17510421
10-deacetylpaclitaxel	C095360		Carcinoma, Non-Small-Cell Lung	MESH:D002289		ABCB1	4.90		20627363
10-deacetylpaclitaxel	C095360		Chemical and Drug Induced Liver Injury	MESH:D056486		ABCB1	3.85		20623750
10-deacetylpaclitaxel	C095360		Colorectal Neoplasms	MESH:D015179		ABCB1	4.62		22294766|23977225
10-deacetylpaclitaxel	C095360		Disease Progression	MESH:D018450		ABCB1	4.82		20627363
10-deacetylpaclitaxel	C095360		Drug-Related Side Effects and Adverse Reactions	MESH:D064420		ABCB1	4.36		18381794|20563569|21064136|25007187
10-deacetylpaclitaxel	C095360		Epilepsy	MESH:D004827		ABCB1	4.92		19570321|8001500
10-deacetylpaclitaxel	C095360		Escherichia coli Infections	MESH:D004927		ABCB1	5.74		24498193
10-deacetylpaclitaxel	C095360		Esophageal Neoplasms	MESH:D004938		ABCB1	5.16		21332314
10-deacetylpaclitaxel	C095360		Genetic Predisposition to Disease	MESH:D020022		ABCB1	5.65		22311042
10-deacetylpaclitaxel	C095360		Heart Defects, Congenital	MESH:D006330		ABCB1	5.14		23874772
10-deacetylpaclitaxel	C095360		Hematologic Neoplasms	MESH:D019337		ABCB1	5.96		22311042
10-deacetylpaclitaxel	C095360		Hypotension, Orthostatic	MESH:D007024		ABCB1	5.14		12082591
10-deacetylpaclitaxel	C095360		Inflammatory Bowel Disease 13	MESH:C567384		ABCB1	7.66	612244	
10-deacetylpaclitaxel	C095360		Kidney Neoplasms	MESH:D007680		ABCB1	5.12		22311042
10-deacetylpaclitaxel	C095360		Liver Cirrhosis, Experimental	MESH:D008106		ABCB1	4.21		17072980
10-deacetylpaclitaxel	C095360		Lymphoma, Large B-Cell, Diffuse	MESH:D016403		ABCB1	5.52		21325069
10-deacetylpaclitaxel	C095360		Marijuana Abuse	MESH:D002189		ABCB1	6.25		19625010
10-deacetylpaclitaxel	C095360		Mental Disorders	MESH:D001523		ABCB1	5.05		17015054
10-deacetylpaclitaxel	C095360		Nausea	MESH:D009325		ABCB1	4.52		21840870
10-deacetylpaclitaxel	C095360		Neoplasm Metastasis	MESH:D009362		ABCB1	4.58		12015757
10-deacetylpaclitaxel	C095360		Neoplasms	MESH:D009369		ABCB1	4.58		22269388
10-deacetylpaclitaxel	C095360		Nervous System Diseases	MESH:D009422		ABCB1	4.71		17015054|21064136
10-deacetylpaclitaxel	C095360		Neuroblastoma	MESH:D009447		ABCB1	5.31		8761367
10-deacetylpaclitaxel	C095360		Neurotoxicity Syndromes	MESH:D020258		ABCB1	4.78		12352921
10-deacetylpaclitaxel	C095360		Neutropenia	MESH:D009503		ABCB1	4.94		16950614|25007187
10-deacetylpaclitaxel	C095360		Pain, Postoperative	MESH:D010149		ABCB1	5.29		20627697
10-deacetylpaclitaxel	C095360		Parkinson Disease	MESH:D010300		ABCB1	4.82		20558393
10-deacetylpaclitaxel	C095360		Parkinson Disease, Secondary	MESH:D010302		ABCB1	5.13		26457621
10-deacetylpaclitaxel	C095360		Peripheral Nervous System Diseases	MESH:D010523		ABCB1	4.79		16950614
10-deacetylpaclitaxel	C095360		Poisoning	MESH:D011041		ABCB1	4.58		23562926
10-deacetylpaclitaxel	C095360		Precursor Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054198		ABCB1	5.15		22674224
10-deacetylpaclitaxel	C095360		Squamous Cell Carcinoma of Head and Neck	MESH:D000077195		ABCB1	5.49		25275603
10-deacetylpaclitaxel	C095360		Translocation, Genetic	MESH:D014178		ABCB1	6.28		21325069
10-deacetylpaclitaxel	C095360		Vomiting	MESH:D014839		ABCB1	4.55		21840870
10-decarbamoylmitomycin C	C067795	26909-37-5	Abortion, Habitual	MESH:D000026		CDKN1A	5.10		35038060
10-decarbamoylmitomycin C	C067795	26909-37-5	Abortion, Spontaneous	MESH:D000022		JAK2	4.02		17989398
10-decarbamoylmitomycin C	C067795	26909-37-5	Acquired Hyperostosis Syndrome	MESH:D020083		TP53	4.73		19779722
10-decarbamoylmitomycin C	C067795	26909-37-5	Acute erythroleukemia	MESH:C535673		TP53	4.85		30926971
10-decarbamoylmitomycin C	C067795	26909-37-5	Acute Kidney Injury	MESH:D058186		TP53	2.65		20603111
10-decarbamoylmitomycin C	C067795	26909-37-5	Acute Lung Injury	MESH:D055371		CASP3	2.96		32062619
10-decarbamoylmitomycin C	C067795	26909-37-5	Adenocarcinoma	MESH:D000230		PTPN11	10.04		26432044
10-decarbamoylmitomycin C	C067795	26909-37-5	Adenocarcinoma	MESH:D000230		STAT3	10.04		19028472|26432044
10-decarbamoylmitomycin C	C067795	26909-37-5	Adenocarcinoma	MESH:D000230		TP53	10.04		10797276|11798837|22484628
10-decarbamoylmitomycin C	C067795	26909-37-5	Adenocarcinoma, Clear Cell	MESH:D018262		TP53	5.19		9754764
10-decarbamoylmitomycin C	C067795	26909-37-5	Adenocarcinoma Of Esophagus	MESH:C562730		TP53	4.53		23525077
10-decarbamoylmitomycin C	C067795	26909-37-5	Adenoma	MESH:D000236		TP53	3.31		21946351
10-decarbamoylmitomycin C	C067795	26909-37-5	Adrenal Gland Neoplasms	MESH:D000310		TP53	4.36		24747643
10-decarbamoylmitomycin C	C067795	26909-37-5	Adrenocortical Carcinoma	MESH:D018268		TP53	4.19		23585556|24747642|9815696
10-decarbamoylmitomycin C	C067795	26909-37-5	Adrenocortical Carcinoma, Hereditary	MESH:C565972		TP53	5.88	202300	
10-decarbamoylmitomycin C	C067795	26909-37-5	Alzheimer Disease	MESH:D000544		CASP3	2.91		18077176
10-decarbamoylmitomycin C	C067795	26909-37-5	Amyotrophic Lateral Sclerosis	MESH:D000690		TP53	3.45		17434459
10-decarbamoylmitomycin C	C067795	26909-37-5	Aortic Valve, Calcification of	MESH:C562942		TP53	4.91		29358327
10-decarbamoylmitomycin C	C067795	26909-37-5	Arsenic Poisoning	MESH:D020261		TP53	3.62		18621066|19203779
10-decarbamoylmitomycin C	C067795	26909-37-5	Arthritis, Experimental	MESH:D001169		STAT3	3.70		15188379|21937456
10-decarbamoylmitomycin C	C067795	26909-37-5	Arthritis, Juvenile	MESH:D001171		MAPK1	7.49		19565504
10-decarbamoylmitomycin C	C067795	26909-37-5	Arthritis, Juvenile	MESH:D001171		STAT3	7.49		19565504
10-decarbamoylmitomycin C	C067795	26909-37-5	Arthritis, Rheumatoid	MESH:D001172		TYK2	4.28		23143596|30224649
10-decarbamoylmitomycin C	C067795	26909-37-5	Astrocytoma	MESH:D001254		PTPN11	4.96		23817572
10-decarbamoylmitomycin C	C067795	26909-37-5	Atherosclerosis	MESH:D050197		STAT3	3.41		19330073
10-decarbamoylmitomycin C	C067795	26909-37-5	Atrial Fibrillation	MESH:D001281		CDKN1A	3.13		29892015
10-decarbamoylmitomycin C	C067795	26909-37-5	Atrophy	MESH:D001284		MAPK3	7.39		16391472
10-decarbamoylmitomycin C	C067795	26909-37-5	Atrophy	MESH:D001284		STAT3	7.39		16391472
10-decarbamoylmitomycin C	C067795	26909-37-5	Autistic Disorder	MESH:D001321		MAPK3	6.39		30559488
10-decarbamoylmitomycin C	C067795	26909-37-5	Autistic Disorder	MESH:D001321		TYK2	6.39		20957522
10-decarbamoylmitomycin C	C067795	26909-37-5	AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 1	OMIM:615952		STAT3	6.18	615952	
10-decarbamoylmitomycin C	C067795	26909-37-5	Autoimmune Diseases	MESH:D001327		STAT3	3.88		25038750
10-decarbamoylmitomycin C	C067795	26909-37-5	Autoimmune Lymphoproliferative Syndrome	MESH:D056735		NRAS	5.98		17517660
10-decarbamoylmitomycin C	C067795	26909-37-5	Balkan Nephropathy	MESH:D001449		TP53	5.08		22071594
10-decarbamoylmitomycin C	C067795	26909-37-5	Brain Ischemia	MESH:D002545		CASP3	26.05		11756504|17901229
10-decarbamoylmitomycin C	C067795	26909-37-5	Brain Ischemia	MESH:D002545		CASP9	26.05		11756504
10-decarbamoylmitomycin C	C067795	26909-37-5	Brain Ischemia	MESH:D002545		MAPK1	26.05		17901229
10-decarbamoylmitomycin C	C067795	26909-37-5	Brain Ischemia	MESH:D002545		MAPK3	26.05		17901229
10-decarbamoylmitomycin C	C067795	26909-37-5	Brain Ischemia	MESH:D002545		STAT3	26.05		17901229
10-decarbamoylmitomycin C	C067795	26909-37-5	Brain Ischemia	MESH:D002545		TP53	26.05		19095966
10-decarbamoylmitomycin C	C067795	26909-37-5	Breast Neoplasms	MESH:D001943		CHEK1	9.66		25688741
10-decarbamoylmitomycin C	C067795	26909-37-5	Breast Neoplasms	MESH:D001943		SRC	9.66		21357651
10-decarbamoylmitomycin C	C067795	26909-37-5	Breast Neoplasms	MESH:D001943		STAT3	9.66		14975756
10-decarbamoylmitomycin C	C067795	26909-37-5	Breast Neoplasms	MESH:D001943		TP53	9.66	114480	15802278|16968874|17388661|26192916|26229107|30381462|37580403
10-decarbamoylmitomycin C	C067795	26909-37-5	Budd-Chiari Syndrome	MESH:D006502		JAK2	5.21	600880	16762626|19293426
10-decarbamoylmitomycin C	C067795	26909-37-5	Calcinosis	MESH:D002114		CASP3	19.46		21335463
10-decarbamoylmitomycin C	C067795	26909-37-5	Calcinosis	MESH:D002114		JAK2	19.46		21335463
10-decarbamoylmitomycin C	C067795	26909-37-5	Calcinosis	MESH:D002114		PTPN6	19.46		21335463
10-decarbamoylmitomycin C	C067795	26909-37-5	Calcinosis	MESH:D002114		TP53	19.46		29358327
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma	MESH:D002277		STAT3	6.36		16316942
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma	MESH:D002277		TP53	6.36		17450239|9626339
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Adenoid Cystic	MESH:D003528		TP53	3.59		23685749
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Basal Cell	MESH:D002280		TP53	3.39	614740	11511317|21946351|26950094
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Ductal	MESH:D044584		TP53	4.53		29295717
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Hepatocellular	MESH:D006528		TP53	2.62	114550	17191126|18477611|22675488|25822088|8033108|9029167
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Non-Small-Cell Lung	MESH:D002289		STAT3	6.68		21549414
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Non-Small-Cell Lung	MESH:D002289		TP53	6.68		17290066|23435014|24688052|30381462
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Ovarian Epithelial	MESH:D000077216		TP53	3.99		25535366
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Renal Cell	MESH:D002292		TP53	3.26		17275163|22138691|23797736|25401301
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Small Cell	MESH:D018288		TP53	4.44		17290066
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Squamous Cell	MESH:D002294		MAPK1	19.92		21401805
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Squamous Cell	MESH:D002294		MAPK3	19.92		21401805
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Squamous Cell	MESH:D002294		PTPN11	19.92		26432044
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Squamous Cell	MESH:D002294		STAT3	19.92		17566705|26432044
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Squamous Cell	MESH:D002294		TP53	19.92		17979968|24224046
10-decarbamoylmitomycin C	C067795	26909-37-5	Carcinoma, Transitional Cell	MESH:D002295		CDKN1A	7.81		12151359|18640142
